8.180367544961493209e+00 8.471594154418600198e+00 5.192759816319445498e+00 1.000000000000000000e+06
6.871846708112182789e+00 7.376450797143280447e+00 5.066803332170004559e+00 2.119690846205984691e+00
6.768436625488933878e+00 6.220765803594749066e+00 4.624664528409554443e+00 3.720629472813730576e+00
6.647904350997213996e+00 5.286581198416068439e+00 4.232524768221743727e+00 4.466053744842207962e+00
6.472683418304376879e+00 4.081447953159273112e+00 3.854513579094959841e+00 4.391211012741552899e+00
5.994524958055247765e+00 3.310240061990597837e+00 3.489177215302913915e+00 3.995437384506075329e+00
6.081758878318150430e+00 2.397349951637740784e+00 3.139796296045692880e+00 3.266071965642824537e+00
5.808292256582882729e+00 2.263295913521954805e+00 2.807816013521437171e+00 2.388736046409833058e+00
5.576753606703405808e+00 1.713202103179833014e+00 2.496781301062230174e+00 1.744047153888252488e+00
5.383318510620269670e+00 1.467943223699387678e+00 2.213230950604370140e+00 1.558716168391505397e+00
5.215142605312161450e+00 1.606833704237518257e+00 1.965361407270917793e+00 1.704008403087877266e+00
5.053889797961763186e+00 1.989213315612603061e+00 1.765202226115043072e+00 1.867738106467466075e+00
4.891793537249393253e+00 2.420520469154476828e+00 1.629010175806111294e+00 2.063936512336232543e+00
4.730801218238864791e+00 2.756806461786518891e+00 1.561502462038140360e+00 2.062266377392193206e+00
4.566639378927583870e+00 3.003772109638196852e+00 1.578422657556042497e+00 2.060950158918117836e+00
4.401358463981225988e+00 3.203416962392376721e+00 1.665231597263071572e+00 2.007975272742145822e+00
4.234481243251728699e+00 3.364027343647358226e+00 1.738890297804544183e+00 2.005778844055321919e+00
4.066761031934932547e+00 3.495777608269891257e+00 1.750214240803826815e+00 1.818180592786823313e+00
3.897595040599755478e+00 3.643711897325452753e+00 1.631023535314497286e+00 1.725210967579828392e+00
3.728185411458469378e+00 3.809402600214517598e+00 1.540570102959566867e+00 1.664777173605503036e+00
3.556670650249372123e+00 3.984855178803285103e+00 1.484128775583968940e+00 1.588778950686859925e+00
3.384342584163104739e+00 4.176395412648776784e+00 1.465170095772737824e+00 1.522448595072316335e+00
3.211811719466351356e+00 4.410359238138564564e+00 1.484869323116177808e+00 1.481154114954497558e+00
3.040433069189203419e+00 4.683274527848420021e+00 1.541423308473381493e+00 1.465459966815986670e+00
2.870973183158639142e+00 4.989355560420192681e+00 1.631860476268340632e+00 1.472921290982776243e+00
2.704789896893323498e+00 5.323942839318875464e+00 1.760369486864433952e+00 1.500142189014209260e+00
2.544299943480203829e+00 5.680236017535973403e+00 1.910148896501603799e+00 1.541900825339672432e+00
2.390668977683255925e+00 6.052782883078758225e+00 2.072612475700241763e+00 1.594853766530868855e+00
2.246792547239424120e+00 6.443127103162951563e+00 2.244431016963746472e+00 1.655199726870961285e+00
2.113828847953810985e+00 6.846334499778492066e+00 2.413313398255797715e+00 1.719978172378077375e+00
1.992053747826265653e+00 7.260396814195472004e+00 2.583882738857558259e+00 1.786555046397648061e+00
1.884184433639000567e+00 7.686094920079403536e+00 2.753365158102357935e+00 1.853300753707075810e+00
1.790329295626384765e+00 8.113535176064068821e+00 2.921628230270886473e+00 1.919085387051146618e+00
1.712094412854148873e+00 8.551523552385908999e+00 3.075454428903024784e+00 1.983949299774279362e+00
1.649202362259599708e+00 8.994056701780593244e+00 3.173551014521938551e+00 2.045887750462036969e+00
1.603148121381019919e+00 9.443032273880920258e+00 3.260329010596540122e+00 2.105157617597632758e+00
1.573666130118813733e+00 9.898757570576666609e+00 3.339550328760934050e+00 2.161692826032621362e+00
1.559193849920949004e+00 1.035993183650018779e+01 3.412475797286260271e+00 2.215925441781486427e+00
1.558696361648514106e+00 1.080695603208180167e+01 3.479022412466205250e+00 2.267872871118152389e+00
1.569892159041732960e+00 1.126927508403624678e+01 3.539785850645674969e+00 2.317993117532890057e+00
1.591428776775298815e+00 1.173669786391679182e+01 3.593769691601457872e+00 2.365577332668010513e+00
1.621556980293765271e+00 1.220566565638816137e+01 3.640090826204466001e+00 2.411600694185510374e+00
1.846407846405686115e+00 1.267124960671794476e+01 3.679744133723337196e+00 2.455443385222649155e+00
1.776997803857137681e+00 1.314198346852395005e+01 3.718393391779785784e+00 2.497492983374034026e+00
1.713817517228800824e+00 1.361647974155381036e+01 3.756631784018169551e+00 2.538333717283666857e+00
1.736316310481517800e+00 1.409193506502256277e+01 3.794621363719230533e+00 2.577904169468408835e+00
1.606948406997767975e+00 1.457761755651167412e+01 3.833341291420826913e+00 2.616169494421043851e+00
1.563999320315272890e+00 1.504422259637883386e+01 3.868373033481215195e+00 2.653407749015162409e+00
1.528863898092346574e+00 1.553183853548533300e+01 3.904110994194569972e+00 2.689478068680943412e+00
1.501441479310556604e+00 1.602074442257110931e+01 3.940747783041176344e+00 2.724712281158400362e+00
1.481719040758732620e+00 1.651284620737764897e+01 3.977104719608037797e+00 2.759104219187828111e+00
1.469713428614630057e+00 1.701309371843122875e+01 4.012834765175528950e+00 2.792623905201355061e+00
1.465211407946623856e+00 1.752205714742112974e+01 4.050516688640765750e+00 2.825464494188409059e+00
1.467723511575016238e+00 1.803141910533361880e+01 4.091723655373062485e+00 2.857154609710697901e+00
1.476820879293234468e+00 1.852460098556305823e+01 4.133809858801555492e+00 2.888540881218435885e+00
1.492159040739457820e+00 1.904037327676790525e+01 4.180155611065781152e+00 2.918708198301245726e+00
1.513056451278610881e+00 1.956143451924729604e+01 4.227569614148579902e+00 2.948469774272410859e+00
1.539036134497451691e+00 2.007367827460440779e+01 4.274371410695888329e+00 2.977499680747700328e+00
1.569294377763803539e+00 2.066958050884112552e+01 4.327043129103897101e+00 3.005840958492493442e+00
1.603198146933560997e+00 2.115409802907309000e+01 4.379901085659565041e+00 3.033558717744199384e+00
1.640353868621369227e+00 2.167336963588184062e+01 4.435425911209038397e+00 3.060529841426042008e+00
1.680440755236913164e+00 2.212445146587986855e+01 4.492565126993917524e+00 3.087028549039407821e+00
1.722971379453783092e+00 2.261073957100979825e+01 4.551697671529086442e+00 3.112688816022204374e+00
1.767415852604181215e+00 2.313951810900244155e+01 4.611935072079656805e+00 3.137807739252207018e+00
1.813520225215928816e+00 2.370042726450138559e+01 4.673444961460117675e+00 3.162799707932466564e+00
1.860738177696887208e+00 2.438624125194740344e+01 4.739289792693382353e+00 3.186524609200543257e+00
1.908770034423834749e+00 2.496223078045397870e+01 4.802771932237589247e+00 3.209906439287852464e+00
1.957509189645467051e+00 2.551921582564781943e+01 4.870191103771055907e+00 3.232860799284283715e+00
2.006798043513238206e+00 2.609573773152366982e+01 4.939716427473168636e+00 3.255030833590566441e+00
1.801788123427389143e+00 2.666967846992929125e+01 5.010235194307388618e+00 3.276527258243945973e+00
1.828677684615271914e+00 2.724720764574972875e+01 5.083282468694200418e+00 3.297383377737392873e+00
1.857900501474979205e+00 2.790867676157668598e+01 5.156019915277018306e+00 3.317761140798843655e+00
1.885706781298366774e+00 2.844179101141751076e+01 5.231834326236856292e+00 3.337434037265866849e+00
2.254676843558639732e+00 2.904447399063459301e+01 5.319953165117871308e+00 3.356572116232690028e+00
1.948036353260770515e+00 2.966036296236931591e+01 5.389109459500587285e+00 3.374585548943084490e+00
1.979756147580355119e+00 3.029252512868177050e+01 5.466108239698517224e+00 3.392667096188522802e+00
2.013747569226544964e+00 3.094040891438321594e+01 5.545456466025324715e+00 3.409734828341693280e+00
2.049846918207979485e+00 3.166392407702710443e+01 5.626768841029338830e+00 3.426441108591773421e+00
2.086907974307650182e+00 3.224267921755409816e+01 5.710005963441547649e+00 3.443468624860943628e+00
2.124525373927867999e+00 3.295889240978211632e+01 5.791940393490865979e+00 3.458302192968040867e+00
2.582368379612678400e+00 3.362191887679926339e+01 5.875873330246451864e+00 3.473288595450710226e+00
2.201917028086746608e+00 3.427115673322877853e+01 5.961242449632171869e+00 3.488282121178056805e+00
2.669927327787944282e+00 3.107559108772057499e+01 6.047160531703887898e+00 3.503570559332421119e+00
2.286884564105001516e+00 3.131887494174444342e+01 6.134743863960679278e+00 3.518192632379818274e+00
2.327886129035673157e+00 3.153957264040824526e+01 6.223861437778597683e+00 3.533042045247610119e+00
2.370830806347622666e+00 3.530322713922146249e+01 6.313818013214600455e+00 3.547859620249623980e+00
2.414884135110593633e+00 3.564524439762706010e+01 6.403197175560019438e+00 3.562952060501278329e+00
2.461183125286051876e+00 3.543104118161938487e+01 6.494712251945588655e+00 3.578825629381139350e+00
2.505222741222620453e+00 3.936540751543028449e+01 6.587255506982999442e+00 3.592688081602760874e+00
2.550789713343346143e+00 3.601247041005154870e+01 6.678764301483941956e+00 3.607900031853681355e+00
2.978344483426549782e+00 3.566373047861847567e+01 6.775852663058787861e+00 3.622540952678319659e+00
3.010620274050703760e+00 3.576853940649794339e+01 6.867551350212774963e+00 3.637783983359724971e+00
3.041420993851213339e+00 3.590266674310523598e+01 6.963751945587175030e+00 3.652575916269795275e+00
3.070843207912761219e+00 3.599437765792886523e+01 7.061545902741101166e+00 3.668136877832019138e+00
3.099136009811696901e+00 3.961497292183708652e+01 7.159703652823224296e+00 3.683023616161746006e+00
3.126325166518681975e+00 3.962080413731794692e+01 7.255241295504514909e+00 3.699225791295839283e+00
2.868289207084561809e+00 3.962273611805859730e+01 7.357868192357959636e+00 3.714066045406676952e+00
2.913111530077607814e+00 3.058374616553707170e+01 7.454568284482143703e+00 3.728517547940125354e+00
3.202346317581643564e+00 3.976761227300386992e+01 7.553732959483188125e+00 3.743555068723138923e+00
3.225978497223989994e+00 3.960984914278062519e+01 7.653231791656744498e+00 3.758716263224238130e+00
