0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
2.525252525252525082e+00 1.515151515151515194e-02 1.010101010101010187e-02 5.050505050505050501e-04 5.252525252525252597e+00
5.050505050505050164e+00 3.030303030303030387e-02 2.020202020202020374e-02 1.010101010101010100e-03 5.505050505050505194e+00
7.575757575757575246e+00 4.545454545454545581e-02 3.030303030303030387e-02 1.515151515151515150e-03 5.757575757575757791e+00
1.010101010101010033e+01 6.060606060606060774e-02 4.040404040404040747e-02 2.020202020202020200e-03 6.010101010101010388e+00
1.262626262626262630e+01 7.575757575757575968e-02 5.050505050505051108e-02 2.525252525252525033e-03 6.262626262626262985e+00
1.515151515151515049e+01 9.090909090909091161e-02 6.060606060606060774e-02 3.030303030303030300e-03 6.515151515151515582e+00
1.767676767676767469e+01 1.060606060606060635e-01 7.070707070707071829e-02 3.535353535353535567e-03 6.767676767676768179e+00
2.020202020202020066e+01 1.212121212121212155e-01 8.080808080808081495e-02 4.040404040404040401e-03 7.020202020202020776e+00
2.272727272727272663e+01 1.363636363636363535e-01 9.090909090909091161e-02 4.545454545454545234e-03 7.272727272727273373e+00
2.525252525252525260e+01 1.515151515151515194e-01 1.010101010101010222e-01 5.050505050505050067e-03 7.525252525252525970e+00
2.777777777777777501e+01 1.666666666666666852e-01 1.111111111111111188e-01 5.555555555555555768e-03 7.777777777777778567e+00
3.030303030303030098e+01 1.818181818181818232e-01 1.212121212121212155e-01 6.060606060606060601e-03 8.030303030303031164e+00
3.282828282828282340e+01 1.969696969696969613e-01 1.313131313131313260e-01 6.565656565656565434e-03 8.282828282828283761e+00
3.535353535353534937e+01 2.121212121212121271e-01 1.414141414141414366e-01 7.070707070707071135e-03 8.535353535353536358e+00
3.787878787878787534e+01 2.272727272727272929e-01 1.515151515151515194e-01 7.575757575757575968e-03 8.787878787878788955e+00
4.040404040404040131e+01 2.424242424242424310e-01 1.616161616161616299e-01 8.080808080808080801e-03 9.040404040404041552e+00
4.292929292929292728e+01 2.575757575757575690e-01 1.717171717171717404e-01 8.585858585858585634e-03 9.292929292929294149e+00
4.545454545454545325e+01 2.727272727272727071e-01 1.818181818181818232e-01 9.090909090909090468e-03 9.545454545454546746e+00
4.797979797979797922e+01 2.878787878787879007e-01 1.919191919191919338e-01 9.595959595959595301e-03 9.797979797979799343e+00
5.050505050505050519e+01 3.030303030303030387e-01 2.020202020202020443e-01 1.010101010101010013e-02 1.005050505050505194e+01
5.303030303030302406e+01 3.181818181818181768e-01 2.121212121212121271e-01 1.060606060606060670e-02 1.030303030303030454e+01
5.555555555555555003e+01 3.333333333333333703e-01 2.222222222222222376e-01 1.111111111111111154e-02 1.055555555555555713e+01
5.808080808080807600e+01 3.484848484848485084e-01 2.323232323232323482e-01 1.161616161616161637e-02 1.080808080808080973e+01
6.060606060606060197e+01 3.636363636363636465e-01 2.424242424242424310e-01 1.212121212121212120e-02 1.106060606060606055e+01
6.313131313131312794e+01 3.787878787878787845e-01 2.525252525252525415e-01 1.262626262626262603e-02 1.131313131313131315e+01
6.565656565656564680e+01 3.939393939393939226e-01 2.626262626262626521e-01 1.313131313131313087e-02 1.156565656565656575e+01
6.818181818181817277e+01 4.090909090909091161e-01 2.727272727272727626e-01 1.363636363636363570e-02 1.181818181818181834e+01
7.070707070707069875e+01 4.242424242424242542e-01 2.828282828282828731e-01 1.414141414141414227e-02 1.207070707070707094e+01
7.323232323232322472e+01 4.393939393939393923e-01 2.929292929292929282e-01 1.464646464646464710e-02 1.232323232323232354e+01
7.575757575757575069e+01 4.545454545454545858e-01 3.030303030303030387e-01 1.515151515151515194e-02 1.257575757575757613e+01
7.828282828282827666e+01 4.696969696969697239e-01 3.131313131313131493e-01 1.565656565656565677e-02 1.282828282828282873e+01
8.080808080808080263e+01 4.848484848484848619e-01 3.232323232323232598e-01 1.616161616161616160e-02 1.308080808080808133e+01
8.333333333333332860e+01 5.000000000000000000e-01 3.333333333333333703e-01 1.666666666666666644e-02 1.333333333333333393e+01
8.585858585858585457e+01 5.151515151515151381e-01 3.434343434343434809e-01 1.717171717171717127e-02 1.358585858585858652e+01
8.838383838383838054e+01 5.303030303030302761e-01 3.535353535353535914e-01 1.767676767676767610e-02 1.383838383838383912e+01
