8.134847068077027288e+00 8.487403656873979685e+00 1.459508824222086609e+00 5.189274827763927789e+00 3.881678492531222879e+00
6.863480231995187530e+00 7.312656405807537396e+00 1.433115857039394259e+00 5.068021481159969532e+00 3.877362449235749242e+00
6.791277853204229054e+00 6.167044033020302685e+00 1.424940666257364041e+00 4.875390674251146805e+00 3.870847712146098019e+00
6.669054744299256932e+00 5.036934095981535187e+00 1.431847435062793217e+00 4.672723573035352906e+00 3.861654103185065523e+00
6.461731504632733269e+00 3.936424995588019726e+00 1.451185852181626545e+00 4.459646386774696936e+00 3.853911002615147741e+00
6.230076502114756387e+00 2.874466339606305265e+00 1.480886992383439349e+00 4.239277839263579928e+00 3.844109442366632212e+00
6.013876389159396041e+00 1.954007240580463156e+00 1.518191323252545244e+00 4.017549651412540612e+00 3.836027799074384959e+00
5.823324848564309875e+00 1.462978723124584768e+00 1.561217255038416019e+00 3.797570471643843426e+00 3.822538696017094839e+00
5.664845073475889059e+00 1.440885057984564899e+00 1.608238077932694576e+00 3.579987114678818472e+00 3.807780394070994223e+00
5.525536360570612260e+00 1.566091881584179557e+00 1.657311867990743481e+00 3.364690289005968005e+00 3.792275350237303222e+00
5.383510615688364531e+00 1.734299795418313472e+00 1.708706443511344375e+00 3.150264742041882116e+00 3.776394640400683400e+00
5.247383754510661191e+00 1.900889769978863608e+00 1.759264843086886687e+00 2.940884106435845080e+00 3.759804233790503325e+00
5.110205843496971490e+00 2.049708450972128393e+00 1.809971345535521303e+00 2.734939538427687999e+00 3.742606791560063151e+00
4.967726319122787615e+00 2.178185383945349773e+00 1.860332684923745372e+00 2.534878388777423552e+00 3.724559273187523445e+00
4.822475815324750670e+00 2.287713896723920115e+00 1.909986776478971082e+00 2.341690156721306426e+00 3.704328363791705936e+00
4.674124257904718860e+00 2.384219740593886083e+00 1.958547940533488907e+00 2.157303423888588867e+00 3.685621832475467485e+00
4.525790560127890494e+00 2.469248813006737819e+00 2.005202386196089925e+00 1.984218609868717120e+00 3.661226104873104958e+00
4.377343414623193318e+00 2.545774846053650453e+00 2.051340812788635670e+00 1.825922334040698036e+00 3.633942553882146598e+00
4.228509536354689402e+00 2.650653957505409775e+00 2.095410147398081069e+00 1.686656841736850598e+00 3.604275004868479293e+00
4.079826658082405189e+00 2.792958539806166929e+00 2.138298190640362861e+00 1.571398495810639728e+00 3.571551484814400546e+00
3.927957203142080633e+00 2.959011737573404410e+00 2.179325747814067959e+00 1.486227358877060700e+00 3.531074515057444074e+00
3.776903505747567280e+00 3.150498816912715938e+00 2.219591749566899086e+00 1.436290910097236972e+00 3.538777941310877750e+00
3.625510683462148886e+00 3.353223616901537252e+00 2.258283075834525810e+00 1.425616322426838334e+00 3.403922743457425515e+00
3.473292369903878019e+00 3.569792343318868966e+00 2.295274807129877193e+00 1.455082578673189353e+00 3.344199976502760574e+00
3.318846477481735668e+00 3.789175948310418818e+00 2.331738722690707810e+00 1.522507638844809330e+00 3.284272148058380303e+00
3.166963919052231624e+00 4.012556962737138022e+00 2.366964725672032532e+00 1.622484336610776845e+00 3.224142910434579345e+00
3.010303019141337799e+00 4.246131186745398800e+00 2.400801607166203500e+00 1.740313744984981481e+00 3.164282860105706252e+00
2.855380633238906896e+00 4.461772830426429692e+00 2.434359195113021901e+00 1.877132000551541280e+00 3.104458246124573773e+00
2.701894962687582780e+00 4.683548512856940960e+00 2.466262712125125489e+00 2.028671599763977262e+00 3.045445589013689780e+00
2.552223713733711818e+00 4.898785170920544552e+00 2.496928892565966507e+00 2.185560482336452282e+00 2.987333403723102965e+00
2.405107632828368924e+00 5.115579053764972350e+00 2.527424994556769278e+00 2.351961867982329313e+00 2.929840131572999162e+00
2.265150477732411627e+00 5.314861987111661357e+00 2.558079869422110963e+00 2.497882234412472258e+00 2.873965773357286757e+00
2.131781924909969650e+00 5.510875929539910345e+00 2.590349253037421473e+00 2.618525592359675969e+00 2.819653596138286478e+00
2.006296532100336094e+00 5.697860414647459848e+00 2.627867504576387070e+00 2.738070550753451737e+00 2.766893874469472436e+00
1.889398244187681764e+00 5.870840520707234944e+00 2.668354549573828560e+00 2.856498412770516193e+00 2.715279664370616519e+00
1.783908365143005659e+00 6.032637117902655888e+00 2.714549710769613267e+00 2.973767927152177748e+00 2.666362928512786556e+00
1.691187494666275937e+00 6.178844127282987486e+00 2.759555934989249781e+00 3.092806548698487923e+00 2.618817674319561029e+00
1.611427102069759254e+00 6.340312404349424114e+00 2.807718966975968566e+00 3.413575510460685525e+00 2.573297449146562332e+00
1.547721656612444319e+00 6.488506678439243558e+00 2.858631269773290295e+00 3.471851604925754398e+00 2.529417495698176310e+00
1.500457057255389026e+00 6.648187218782807939e+00 2.911094522182139599e+00 3.524490268017500316e+00 2.487440652494257165e+00
1.470196280608122796e+00 6.819403504261358329e+00 2.963872062572006971e+00 3.575695125924457152e+00 2.447568550208735427e+00
1.448907086603086425e+00 6.998565749317121387e+00 3.018603477924513889e+00 3.627100828650278164e+00 2.409041421617585055e+00
1.434539097215157488e+00 7.190028234557241937e+00 3.072940042194050481e+00 3.672837002697278308e+00 2.372355573837424014e+00
1.426319448753132768e+00 7.370368474206592246e+00 3.128085232271015759e+00 3.717107954326661634e+00 2.337246203058039207e+00
1.424643214528449775e+00 7.572446371918435837e+00 3.184759539370058512e+00 3.756447956809937594e+00 2.303619015324341213e+00
1.428742076525899574e+00 7.758130156509642106e+00 3.239175576235866938e+00 3.791473833101647539e+00 2.272665211257902218e+00
1.436989019621601749e+00 7.974629722030301515e+00 3.297168365466814688e+00 3.820920931635810813e+00 2.242026770912143085e+00
1.449461484129098476e+00 8.165826955638564755e+00 3.349822185504748528e+00 3.837571037623756620e+00 2.212607047649548075e+00
1.465081530678580490e+00 8.368051004129393178e+00 3.404363553659901065e+00 3.852655820736188730e+00 2.185660055850980665e+00
1.482351946300095813e+00 8.577584222583334750e+00 3.460909909965308895e+00 3.860944507240069878e+00 2.158606144457338782e+00
1.503141925372935228e+00 8.790291465222040301e+00 3.512542532292838082e+00 3.870609750079971878e+00 2.132946740847435407e+00
1.525179719771197595e+00 8.998504283504255241e+00 3.566239290929881456e+00 3.874737476630074173e+00 2.108253622951913986e+00
