5.000000000000000000e+01 3.000000000000000076e-05 2.000000000000000042e-03
5.234899328859060574e+01 3.181208053691275044e-05 2.120805369127516660e-03
5.469798657718121149e+01 3.362416107382550350e-05 2.241610738255033711e-03
5.704697986577181013e+01 3.543624161073825657e-05 2.362416107382550329e-03
5.939597315436241587e+01 3.724832214765100963e-05 2.483221476510067381e-03
6.174496644295302161e+01 3.906040268456375592e-05 2.604026845637583999e-03
6.409395973154362025e+01 4.087248322147650899e-05 2.724832214765100617e-03
6.644295302013422599e+01 4.268456375838926205e-05 2.845637583892617669e-03
6.879194630872483174e+01 4.449664429530200834e-05 2.966442953020134287e-03
7.114093959731543748e+01 4.630872483221476141e-05 3.087248322147651339e-03
7.348993288590604323e+01 4.812080536912751447e-05 3.208053691275167957e-03
7.583892617449663476e+01 4.993288590604026754e-05 3.328859060402684575e-03
7.818791946308724050e+01 5.174496644295302060e-05 3.449664429530201627e-03
8.053691275167784625e+01 5.355704697986577367e-05 3.570469798657718678e-03
8.288590604026845199e+01 5.536912751677851996e-05 3.691275167785235296e-03
8.523489932885905773e+01 5.718120805369126625e-05 3.812080536912751914e-03
8.758389261744966348e+01 5.899328859060401931e-05 3.932885906040268532e-03
8.993288590604026922e+01 6.080536912751677238e-05 4.053691275167786018e-03
9.228187919463087496e+01 6.261744966442952544e-05 4.174496644295302636e-03
9.463087248322148071e+01 6.442953020134227851e-05 4.295302013422819254e-03
9.697986577181208645e+01 6.624161073825503157e-05 4.416107382550335872e-03
9.932885906040269219e+01 6.805369127516778464e-05 4.536912751677852490e-03
1.016778523489932837e+02 6.986577181208052415e-05 4.657718120805369108e-03
1.040268456375838895e+02 7.167785234899327722e-05 4.778523489932885726e-03
1.063758389261744952e+02 7.348993288590603028e-05 4.899328859060403212e-03
1.087248322147651010e+02 7.530201342281878335e-05 5.020134228187919830e-03
1.110738255033557067e+02 7.711409395973153641e-05 5.140939597315437315e-03
1.134228187919462982e+02 7.892617449664428948e-05 5.261744966442953933e-03
1.157718120805369040e+02 8.073825503355704254e-05 5.382550335570470551e-03
1.181208053691275097e+02 8.255033557046979561e-05 5.503355704697987169e-03
1.204697986577181155e+02 8.436241610738253512e-05 5.624161073825503787e-03
1.228187919463087212e+02 8.617449664429528819e-05 5.744966442953020405e-03
1.251677852348993270e+02 8.798657718120804125e-05 5.865771812080537023e-03
1.275167785234899327e+02 8.979865771812079432e-05 5.986577181208054509e-03
1.298657718120805384e+02 9.161073825503354738e-05 6.107382550335571127e-03
1.322147651006711442e+02 9.342281879194630045e-05 6.228187919463087745e-03
1.345637583892617499e+02 9.523489932885905352e-05 6.348993288590604363e-03
1.369127516778523272e+02 9.704697986577179303e-05 6.469798657718121848e-03
1.392617449664429614e+02 9.885906040268454609e-05 6.590604026845638466e-03
1.416107382550335387e+02 1.006711409395972992e-04 6.711409395973155084e-03
1.439597315436241729e+02 1.024832214765100522e-04 6.832214765100671702e-03
1.463087248322147502e+02 1.042953020134228053e-04 6.953020134228188320e-03
1.486577181208053844e+02 1.061073825503355584e-04 7.073825503355705806e-03
1.510067114093959617e+02 1.079194630872483114e-04 7.194630872483222424e-03
1.533557046979865675e+02 1.097315436241610509e-04 7.315436241610739042e-03
