1.561670945232891228e+01 3.849325008638721357e+01 2.014855774439860525e+01
1.452248673033417248e+01 3.683585539533692810e+01 1.967335737846349275e+01
1.346387628678761850e+01 3.522055254289868742e+01 1.920250287135850442e+01
1.244058556595420484e+01 3.364316118818587142e+01 1.873829097358199647e+01
1.145285613528026580e+01 3.210038844246891188e+01 1.828099422526900142e+01
1.050342562129665502e+01 3.059629670964918802e+01 1.782884579915670287e+01
9.596558210286859847e+00 2.913282740549909988e+01 1.738361472762662530e+01
8.732036272216245010e+00 2.770781261795465511e+01 1.694459210723935172e+01
7.914187328527360954e+00 2.631903843530813347e+01 1.651103735899796021e+01
7.146219515116471577e+00 2.497224468183150137e+01 1.608496798517489523e+01
6.430591327665850621e+00 2.366399874309831830e+01 1.566466227948957979e+01
5.769124806668369132e+00 2.239122705055178031e+01 1.525022883378757044e+01
5.163893894295243925e+00 2.116162599019413548e+01 1.484272793894596454e+01
4.616076524223514888e+00 1.996716811191303975e+01 1.444098382794037505e+01
4.126390261019949435e+00 1.881434273619428410e+01 1.404603210884195263e+01
3.695545313561571454e+00 1.770003204304189737e+01 1.365744072650336882e+01
3.322643348067124691e+00 1.662365412718352431e+01 1.327456618370486296e+01
3.006805887819074652e+00 1.558353183756151061e+01 1.289820933574572415e+01
2.746523805226528836e+00 1.458571493104766681e+01 1.252756011855012730e+01
2.540019270369483273e+00 1.362440039701455596e+01 1.216351242436913438e+01
2.385497560927021254e+00 1.270371483431323512e+01 1.180590300196256237e+01
2.280638035043130785e+00 1.181898473857801335e+01 1.145478493413117782e+01
2.223376364682934536e+00 1.097558098136503979e+01 1.110989508761183941e+01
2.211192044348355257e+00 1.016960638473911693e+01 1.077166106200449747e+01
2.241619027449579526e+00 9.402032194810924892e+00 1.043960582076420351e+01
2.312111303473355584e+00 8.673421753912034404e+00 1.011403952996529476e+01
2.419646423792799261e+00 7.983470877535337351e+00 9.794939624358505625e+00
2.563822808029131206e+00 7.332497692520912658e+00 9.482115289815475023e+00
2.740414213993580539e+00 6.720904437523174124e+00 9.176127062624049202e+00
2.947353745703978234e+00 6.146624482749610152e+00 8.876226961804029258e+00
3.182415012070817006e+00 5.611705366010447449e+00 8.582734887605234064e+00
3.443459164182986143e+00 5.115824310805750841e+00 8.295932817962722083e+00
3.728615341734790256e+00 4.659302668694199845e+00 8.015533287049976252e+00
4.035854135497897843e+00 4.241298252508347133e+00 7.741544215233326476e+00
4.363059710699847216e+00 3.862579917990328404e+00 7.474261063649431769e+00
4.708499281128723624e+00 3.522305506188160962e+00 7.213225278261953477e+00
5.070501410403451814e+00 3.221799560890242553e+00 6.958725005386924067e+00
5.173674544832136846e+00 2.960181888731711730e+00 6.710920617969646784e+00
5.160460207868368343e+00 2.736944091636907217e+00 6.469596639341544275e+00
5.170924305128151488e+00 2.553808130182437797e+00 6.234861983672603358e+00
5.215748925995860041e+00 2.409048033529163302e+00 6.006583186715083400e+00
5.282343236653991525e+00 2.303663199625535896e+00 5.784946308758490474e+00
5.379244596363646380e+00 2.237440017425838867e+00 5.569986005898285519e+00
5.503408405096767986e+00 2.210812762933970443e+00 5.361439177458468208e+00
5.643419901011054840e+00 2.222886555202094883e+00 5.159805704440292295e+00
5.814379351496301140e+00 2.274427483763663105e+00 4.964450138288897918e+00
5.995101596407593547e+00 2.365220860610463216e+00 4.775952234796366547e+00
6.199776794228949228e+00 2.495308100595798884e+00 4.594073680717675856e+00
