9.519450988633554545e+00 3.790303697814871953e+01 2.210108321060570091e+00 1.462391090985951259e+01 1.236631526245357371e+01
8.456372393447583846e+00 3.621826805579375730e+01 2.188504533587294354e+00 1.397607343780249423e+01 1.078309154845318929e+01
7.469583484831549214e+00 3.457112811400376984e+01 2.167664773367808273e+00 1.326678327173179639e+01 9.256840064868708140e+00
6.561230823893149378e+00 3.296591441354779306e+01 2.192493382754823639e+00 1.261192366170980073e+01 7.948775402176678107e+00
5.743574021010659614e+00 3.140141546718516707e+01 2.129999679523643330e+00 1.198712944068744690e+01 6.877914553663011077e+00
5.013935451300746138e+00 2.988433609992726048e+01 2.111869944284044731e+00 1.138275767234186198e+01 6.017578272901104697e+00
4.372885081699735110e+00 2.840045305369655892e+01 2.098374083905625298e+00 1.080042584198822730e+01 5.342004043627261112e+00
3.819541898191253004e+00 2.695725854087249473e+01 2.241906200461013299e+00 1.023613781947493351e+01 4.820529868775732751e+00
3.350188246426114791e+00 2.555948718130997221e+01 2.066664471603138153e+00 9.694326336215796758e+00 4.395902548081123129e+00
2.965199754330878790e+00 2.420225607150602798e+01 2.054209394227221264e+00 9.170678404489514435e+00 4.047362367337267841e+00
2.660373604186421659e+00 2.288425388892507328e+01 2.042907523368826084e+00 8.677385293691495249e+00 3.749122273469930988e+00
2.431314548842721912e+00 2.160552951385052722e+01 2.032731173303710115e+00 8.187286584761739761e+00 3.484842276608422829e+00
2.274984730218678308e+00 2.037185259676367011e+01 2.023366860519275168e+00 7.726069181947949893e+00 3.257252873094813594e+00
2.186493063818668592e+00 1.918210896749055649e+01 2.014815324593266954e+00 7.322687864732526641e+00 3.029114381098955811e+00
2.160920781563584026e+00 1.802271734546972226e+01 2.007698825859115743e+00 6.870658837429958865e+00 2.829874000039772852e+00
2.187704278100066624e+00 1.691470725295575761e+01 2.001358104666894011e+00 6.457336196946850571e+00 2.656156694787203509e+00
2.227780743044473155e+00 1.584003319608567573e+01 1.995944665402944462e+00 6.094707543711393782e+00 2.502653116980729120e+00
2.270534652969886213e+00 1.480861823849542347e+01 1.991348744267050552e+00 5.703116686674290392e+00 2.377282561276569339e+00
2.312081664816363347e+00 1.448128297532483266e+01 1.987878863283100817e+00 5.402837340617993256e+00 2.266987557540089959e+00
2.353884779903368418e+00 1.286629231730815803e+01 1.985088736764943018e+00 5.038998661672167145e+00 2.174268963070633554e+00
2.394716999466406815e+00 1.195801758047124963e+01 1.983577491739168863e+00 4.722006291661342559e+00 2.099830808673165627e+00
2.276789734948928778e+00 1.110670637339572053e+01 1.982817065690557046e+00 4.413348053324865461e+00 2.042069398138870895e+00
2.195327168585444078e+00 1.089302578255824017e+01 1.983009777928819828e+00 4.161476395501574999e+00 2.003747523091022664e+00
2.129387806383661097e+00 9.470499261127987012e+00 1.984288172025967967e+00 3.885254199012113219e+00 1.985731427208868194e+00
2.077102070163175274e+00 8.737012917490751818e+00 1.986115414706886462e+00 3.637787653038127900e+00 1.984421559428443560e+00
2.039292915695610997e+00 8.017548765475037698e+00 1.989057682450694919e+00 3.457594762555031842e+00 1.999151148826733060e+00
2.010131599696074467e+00 7.349821827048225842e+00 1.992581612242596556e+00 3.235402121024364419e+00 2.032494552975714353e+00
1.992995154103676114e+00 6.727941530566498685e+00 1.997319242279024909e+00 3.030714395685578655e+00 2.067453218461336562e+00
1.983901716186588393e+00 6.140197932854045249e+00 2.002713302559258501e+00 2.868148593372991328e+00 2.116318566174794746e+00
1.983695152476093515e+00 5.593579296478415230e+00 2.008915873959677967e+00 2.727319317775711571e+00 2.173354907553782134e+00
